MEP	ECMp	Ligand	Spot Cell Count	2N DNA Proportion	Lineage Ratio
ITGA4B1_FGF6	ITGA4B1	FGF6	6.6522	1.68613	-3.862563
ITGA6B4_FGF6	ITGA6B4	FGF6	6.1928	1.78627	-3.818581
ITGA9B1_FGF6	ITGA9B1	FGF6	6.9141	1.49574	-4.02042
ITGAMB2_FGF6	ITGAMB2	FGF6	6.5901	1.52922	-3.785216
ITGAVB6_FGF6	ITGAVB6	FGF6	7.0244	1.50215	-4.212554
LAMB1_FGF6	LAMB1	FGF6	6.9619	1.76137	-4.024942
LUM_FGF6	LUM	FGF6	7.0081	1.88954	-4.164705
Laminin3B32_FGF6	Laminin3B32	FGF6	6.8528	1.76996	-4.038559
NID1|1_FGF6	NID1|1	FGF6	4.544	1.53125	-3.60949
OMD_FGF6	OMD	FGF6	6.6199	1.81368	-4.03024
PECAM1|Long_FGF6	PECAM1|Long	FGF6	6.6856	1.62089	-3.987631
POSTN|1_FGF6	POSTN|1	FGF6	6.9372	1.73449	-4.113424
SPARC_FGF6	SPARC	FGF6	6.6734	1.80289	-3.811309
SPP1|A_FGF6	SPP1|A	FGF6	6.7678	1.96929	-3.893649
THBS1|1_FGF6	THBS1|1	FGF6	6.5434	2.10568	-3.846822
TNC|1_FGF6	TNC|1	FGF6	6.5574	1.83588	-4.161883
VCAM1|1_FGF6	VCAM1|1	FGF6	6.6679	1.59916	-4.132434
VTN_FGF6	VTN	FGF6	6.3715	1.77115	-3.84202
ALCAM|1_FLT3LG|1	ALCAM|1	FLT3LG|1	6.5936	1.73778	-3.987117
BCAN|1_FLT3LG|1	BCAN|1	FLT3LG|1	6.6938	1.77478	-4.259485
BGN_FLT3LG|1	BGN	FLT3LG|1	6.7287	2.03269	-3.946766
CD44|1_FLT3LG|1	CD44|1	FLT3LG|1	6.5994	2.20466	-3.960196
CDH15_FLT3LG|1	CDH15	FLT3LG|1	6.5184	2.10583	-3.811757
CDH1|1_FLT3LG|1	CDH1|1	FLT3LG|1	6.7379	1.77905	-4.208459
CDH20_FLT3LG|1	CDH20	FLT3LG|1	6.493	1.76063	-3.825514
CDH3|1_FLT3LG|1	CDH3|1	FLT3LG|1	6.6021	1.49967	-3.931217
CDH6|1_FLT3LG|1	CDH6|1	FLT3LG|1	6.3783	1.96707	-3.910579
CDH8_FLT3LG|1	CDH8	FLT3LG|1	6.5384	1.8641	-3.869551
CEACAM6_FLT3LG|1	CEACAM6	FLT3LG|1	6.2026	2.06664	-3.66539
COL1_FLT3LG|1	COL1	FLT3LG|1	6.7216	1.78184	-3.993
COL23A1|1_FLT3LG|1	COL23A1|1	FLT3LG|1	6.6236	1.72166	-4.075806
COL2A1|2_FLT3LG|1	COL2A1|2	FLT3LG|1	6.7236	1.70617	-4.119867
COL3A1|1_FLT3LG|1	COL3A1|1	FLT3LG|1	6.5867	1.67911	-4.128688
COL4_FLT3LG|1	COL4	FLT3LG|1	6.7181	2.03744	-4.014136
COL5A1_FLT3LG|1	COL5A1	FLT3LG|1	6.904	1.91892	-4.19456
DCN|A_FLT3LG|1	DCN|A	FLT3LG|1	6.8942	1.80531	-3.95269
DSG2_FLT3LG|1	DSG2	FLT3LG|1	6.5687	1.84762	-3.643127
ECM1|1_FLT3LG|1	ECM1|1	FLT3LG|1	7.0015	1.67538	-4.206675
ELN|3_FLT3LG|1	ELN|3	FLT3LG|1	6.2132	1.67689	-3.884267
FBN1_FLT3LG|1	FBN1	FLT3LG|1	6.6717	1.81186	-4.046287
FN1|1_FLT3LG|1	FN1|1	FLT3LG|1	6.7998	1.65514	-4.013805
GAP43|1_FLT3LG|1	GAP43|1	FLT3LG|1	6.5517	1.65697	-3.997609
HA<500kDa_FLT3LG|1	HA<500kDa	FLT3LG|1	6.6192	1.95529	-4.002793
HA>500kDa_FLT3LG|1	HA>500kDa	FLT3LG|1	6.4653	1.58333	-3.923652
ICAM1_FLT3LG|1	ICAM1	FLT3LG|1	6.5515	1.65326	-3.97062
ITGA10B1_FLT3LG|1	ITGA10B1	FLT3LG|1	6.7695	1.92675	-3.953008
ITGA2B1_FLT3LG|1	ITGA2B1	FLT3LG|1	6.4602	1.62243	-3.851757
ITGA3B1_FLT3LG|1	ITGA3B1	FLT3LG|1	6.4378	1.71024	-4.120738
ITGA4B1_FLT3LG|1	ITGA4B1	FLT3LG|1	6.4942	2.00911	-3.985408
ITGA6B4_FLT3LG|1	ITGA6B4	FLT3LG|1	6.4033	1.46715	-4.022968
ITGA9B1_FLT3LG|1	ITGA9B1	FLT3LG|1	6.2579	1.77853	-3.777364
ITGAMB2_FLT3LG|1	ITGAMB2	FLT3LG|1	6.5609	1.92283	-3.80525
ITGAVB6_FLT3LG|1	ITGAVB6	FLT3LG|1	6.8326	1.933	-4.045699
LAMB1_FLT3LG|1	LAMB1	FLT3LG|1	6.4609	1.77145	-3.847215
LUM_FLT3LG|1	LUM	FLT3LG|1	6.4378	1.80588	-3.918534
Laminin3B32_FLT3LG|1	Laminin3B32	FLT3LG|1	6.5598	1.83148	-4.147574
NID1|1_FLT3LG|1	NID1|1	FLT3LG|1	4.8486	1.53914	-3.145672
OMD_FLT3LG|1	OMD	FLT3LG|1	6.4719	1.56713	-3.847511
PECAM1|Long_FLT3LG|1	PECAM1|Long	FLT3LG|1	6.2164	1.66109	-3.709854
POSTN|1_FLT3LG|1	POSTN|1	FLT3LG|1	6.2015	2.01939	-3.901261
SPARC_FLT3LG|1	SPARC	FLT3LG|1	6.3738	1.8101	-4.001328
SPP1|A_FLT3LG|1	SPP1|A	FLT3LG|1	6.7656	2.07027	-4.248605
THBS1|1_FLT3LG|1	THBS1|1	FLT3LG|1	6.5013	2.29612	-3.62183
TNC|1_FLT3LG|1	TNC|1	FLT3LG|1	6.5004	1.85768	-3.976369
VCAM1|1_FLT3LG|1	VCAM1|1	FLT3LG|1	6.2485	1.83875	-3.806956
VTN_FLT3LG|1	VTN	FLT3LG|1	6.4748	1.59825	-4.016428
ALCAM|1_GPNMB|1	ALCAM|1	GPNMB|1	6.4217	1.72696	-3.713627
BCAN|1_GPNMB|1	BCAN|1	GPNMB|1	6.2743	2.13116	-3.485589
BGN_GPNMB|1	BGN	GPNMB|1	6.0793	2.08685	-3.685014
CD44|1_GPNMB|1	CD44|1	GPNMB|1	6.3721	1.69242	-3.631131
CDH15_GPNMB|1	CDH15	GPNMB|1	6.2805	1.74233	-3.619428
CDH1|1_GPNMB|1	CDH1|1	GPNMB|1	6.7317	1.60233	-3.892805
CDH20_GPNMB|1	CDH20	GPNMB|1	6.4282	1.61579	-3.745359
CDH3|1_GPNMB|1	CDH3|1	GPNMB|1	6.4962	1.813	-3.657956
CDH6|1_GPNMB|1	CDH6|1	GPNMB|1	6.3936	1.86957	-3.810098
CDH8_GPNMB|1	CDH8	GPNMB|1	6.2805	1.88552	-3.769402
CEACAM6_GPNMB|1	CEACAM6	GPNMB|1	6.183	1.94755	-3.731799
COL1_GPNMB|1	COL1	GPNMB|1	6.6415	1.72922	-3.84615
COL23A1|1_GPNMB|1	COL23A1|1	GPNMB|1	6.3596	1.82163	-3.761278
COL2A1|2_GPNMB|1	COL2A1|2	GPNMB|1	6.7055	1.65403	-3.817053
COL3A1|1_GPNMB|1	COL3A1|1	GPNMB|1	6.4192	1.96256	-3.742369
COL4_GPNMB|1	COL4	GPNMB|1	6.3947	2.08826	-3.478
COL5A1_GPNMB|1	COL5A1	GPNMB|1	6.6921	1.67677	-3.852472
DCN|A_GPNMB|1	DCN|A	GPNMB|1	6.6163	1.53208	-3.828577
DSG2_GPNMB|1	DSG2	GPNMB|1	6.0474	1.74014	-3.371424
ECM1|1_GPNMB|1	ECM1|1	GPNMB|1	6.4585	1.38203	-3.884216
ELN|3_GPNMB|1	ELN|3	GPNMB|1	6.1994	1.53395	-3.451759
FBN1_GPNMB|1	FBN1	GPNMB|1	6.8134	1.52271	-3.643117
FN1|1_GPNMB|1	FN1|1	GPNMB|1	6.3	1.72632	-3.786255
GAP43|1_GPNMB|1	GAP43|1	GPNMB|1	6.2199	1.55036	-3.929047
HA<500kDa_GPNMB|1	HA<500kDa	GPNMB|1	6.2207	1.49097	-3.518127
HA>500kDa_GPNMB|1	HA>500kDa	GPNMB|1	6.513	1.86651	-3.690456
ICAM1_GPNMB|1	ICAM1	GPNMB|1	6.4361	1.41052	-3.690485
ITGA10B1_GPNMB|1	ITGA10B1	GPNMB|1	6.3329	1.7355	-3.578772
ITGA2B1_GPNMB|1	ITGA2B1	GPNMB|1	6.3849	1.681	-3.716642
ITGA3B1_GPNMB|1	ITGA3B1	GPNMB|1	6.3071	2.08168	-3.714665
ITGA4B1_GPNMB|1	ITGA4B1	GPNMB|1	5.9289	1.99084	-3.4609
ITGA6B4_GPNMB|1	ITGA6B4	GPNMB|1	6.0149	2.05486	-3.5125
ITGA9B1_GPNMB|1	ITGA9B1	GPNMB|1	6.6132	1.44072	-4.007357
ITGAMB2_GPNMB|1	ITGAMB2	GPNMB|1	6.5711	1.78389	-3.732391
ITGAVB6_GPNMB|1	ITGAVB6	GPNMB|1	5.898	1.84291	-3.398108
LAMB1_GPNMB|1	LAMB1	GPNMB|1	5.7999	1.69148	-3.531125
LUM_GPNMB|1	LUM	GPNMB|1	6.8507	1.73556	-3.753378
Laminin3B32_GPNMB|1	Laminin3B32	GPNMB|1	5.9571	1.78023	-3.766338
NID1|1_GPNMB|1	NID1|1	GPNMB|1	4.919	1.89336	-3.661954
OMD_GPNMB|1	OMD	GPNMB|1	6.4328	1.68073	-3.822789
PECAM1|Long_GPNMB|1	PECAM1|Long	GPNMB|1	6.5486	2.0812	-3.737385
POSTN|1_GPNMB|1	POSTN|1	GPNMB|1	6.1851	2.4184	-3.581935
SPARC_GPNMB|1	SPARC	GPNMB|1	6.7303	1.54482	-3.951687
SPP1|A_GPNMB|1	SPP1|A	GPNMB|1	6.324	1.58139	-3.515926
THBS1|1_GPNMB|1	THBS1|1	GPNMB|1	5.7123	1.52094	-3.407134
TNC|1_GPNMB|1	TNC|1	GPNMB|1	6.0844	2.06351	-3.471757
VCAM1|1_GPNMB|1	VCAM1|1	GPNMB|1	6.206	1.25017	-3.428193
VTN_GPNMB|1	VTN	GPNMB|1	6.2415	1.88184	-3.700954
ALCAM|1_HGF|1	ALCAM|1	HGF|1	6.4113	1.40502	-2.952384
BCAN|1_HGF|1	BCAN|1	HGF|1	6.5504	1.62349	-3.01207
BGN_HGF|1	BGN	HGF|1	6.6245	1.50299	-3.147486
CD44|1_HGF|1	CD44|1	HGF|1	6.3746	1.87934	-3.037026
CDH15_HGF|1	CDH15	HGF|1	6.3614	1.6134	-2.950566
CDH1|1_HGF|1	CDH1|1	HGF|1	6.7298	1.61684	-3.197634
CDH20_HGF|1	CDH20	HGF|1	5.9434	1.28115	-2.596776
CDH3|1_HGF|1	CDH3|1	HGF|1	6.6175	1.4983	-2.93338
CDH6|1_HGF|1	CDH6|1	HGF|1	6.4475	1.639	-2.97123
CDH8_HGF|1	CDH8	HGF|1	6.5246	1.50452	-3.111191
CEACAM6_HGF|1	CEACAM6	HGF|1	6.5454	1.30369	-3.040551
COL1_HGF|1	COL1	HGF|1	6.6448	1.36202	-3.051823
COL23A1|1_HGF|1	COL23A1|1	HGF|1	6.5064	1.9823	-3.113101
COL2A1|2_HGF|1	COL2A1|2	HGF|1	6.5099	1.71165	-2.968102
COL3A1|1_HGF|1	COL3A1|1	HGF|1	6.4435	1.59259	-2.974191
COL4_HGF|1	COL4	HGF|1	6.8313	1.64904	-3.348111
COL5A1_HGF|1	COL5A1	HGF|1	6.7116	1.58872	-3.182996
DCN|A_HGF|1	DCN|A	HGF|1	6.5611	1.49387	-3.116619
DSG2_HGF|1	DSG2	HGF|1	6.2968	1.61227	-3.005385
ECM1|1_HGF|1	ECM1|1	HGF|1	6.6863	1.61703	-3.148271
ELN|3_HGF|1	ELN|3	HGF|1	5.1161	1.59248	-2.610244
FBN1_HGF|1	FBN1	HGF|1	6.7222	1.62923	-3.09184
FN1|1_HGF|1	FN1|1	HGF|1	6.458	1.65851	-3.012143
GAP43|1_HGF|1	GAP43|1	HGF|1	6.2552	1.42623	-2.849641
HA<500kDa_HGF|1	HA<500kDa	HGF|1	6.5078	1.52932	-3.063144
HA>500kDa_HGF|1	HA>500kDa	HGF|1	6.1148	1.58845	-2.967119
ICAM1_HGF|1	ICAM1	HGF|1	6.2202	1.52818	-2.796624
ITGA10B1_HGF|1	ITGA10B1	HGF|1	6.6942	1.39198	-3.373503
ITGA2B1_HGF|1	ITGA2B1	HGF|1	6.546	1.12963	-3.063352
ITGA3B1_HGF|1	ITGA3B1	HGF|1	6.6826	1.75093	-3.058504
ITGA4B1_HGF|1	ITGA4B1	HGF|1	6.4752	1.38355	-2.991213
ITGA6B4_HGF|1	ITGA6B4	HGF|1	6.2477	1.75482	-2.768989
ITGA9B1_HGF|1	ITGA9B1	HGF|1	6.4543	1.92478	-2.960243
ITGAMB2_HGF|1	ITGAMB2	HGF|1	6.4853	1.98929	-2.859745
ITGAVB6_HGF|1	ITGAVB6	HGF|1	6.1322	1.97191	-2.577705
LAMB1_HGF|1	LAMB1	HGF|1	6.3913	1.64686	-2.827278
LUM_HGF|1	LUM	HGF|1	6.4222	1.66755	-2.907492
Laminin3B32_HGF|1	Laminin3B32	HGF|1	6.4598	1.36269	-2.872845
NID1|1_HGF|1	NID1|1	HGF|1	4.4229	1.6033	-2.458204
OMD_HGF|1	OMD	HGF|1	6.6463	1.81091	-3.00356
PECAM1|Long_HGF|1	PECAM1|Long	HGF|1	6.2559	1.81795	-2.826536
POSTN|1_HGF|1	POSTN|1	HGF|1	6.434	1.68672	-3.040951
SPARC_HGF|1	SPARC	HGF|1	6.4831	1.58371	-3.038079
SPP1|A_HGF|1	SPP1|A	HGF|1	6.2841	1.55541	-2.996061
THBS1|1_HGF|1	THBS1|1	HGF|1	6.0279	1.73875	-2.428207
TNC|1_HGF|1	TNC|1	HGF|1	6.5428	1.66288	-2.997245
VCAM1|1_HGF|1	VCAM1|1	HGF|1	6.7087	1.52636	-3.044034
VTN_HGF|1	VTN	HGF|1	6.3261	1.97258	-2.908545
ALCAM|1_IGF1|1	ALCAM|1	IGF1|1	6.8085	1.54545	-4.137212
BCAN|1_IGF1|1	BCAN|1	IGF1|1	6.842	1.82545	-4.131929
BGN_IGF1|1	BGN	IGF1|1	6.7734	1.64245	-4.080029
CD44|1_IGF1|1	CD44|1	IGF1|1	6.5752	1.78919	-4.124411
CDH15_IGF1|1	CDH15	IGF1|1	6.6516	1.51538	-4.062174
CDH1|1_IGF1|1	CDH1|1	IGF1|1	6.741	1.35049	-4.193858
CDH20_IGF1|1	CDH20	IGF1|1	6.6657	1.4963	-3.952504
CDH3|1_IGF1|1	CDH3|1	IGF1|1	6.4547	1.59946	-3.861345
CDH6|1_IGF1|1	CDH6|1	IGF1|1	6.4854	1.66954	-3.961054
CDH8_IGF1|1	CDH8	IGF1|1	6.6055	1.7645	-4.05396
CEACAM6_IGF1|1	CEACAM6	IGF1|1	6.555	1.71149	-4.083708
COL1_IGF1|1	COL1	IGF1|1	6.7224	1.52444	-4.14029
COL23A1|1_IGF1|1	COL23A1|1	IGF1|1	6.753	1.5192	-4.096619
COL2A1|2_IGF1|1	COL2A1|2	IGF1|1	6.734	1.43565	-4.010177
COL3A1|1_IGF1|1	COL3A1|1	IGF1|1	6.6756	1.76068	-4.099928
COL4_IGF1|1	COL4	IGF1|1	6.7465	1.81896	-4.158224
COL5A1_IGF1|1	COL5A1	IGF1|1	6.8632	1.78491	-4.264732
DCN|A_IGF1|1	DCN|A	IGF1|1	6.8544	1.5932	-4.116051
DSG2_IGF1|1	DSG2	IGF1|1	6.405	1.53324	-3.82492
ECM1|1_IGF1|1	ECM1|1	IGF1|1	6.5962	1.67136	-3.856308
ELN|3_IGF1|1	ELN|3	IGF1|1	5.547	1.66846	-3.851262
FBN1_IGF1|1	FBN1	IGF1|1	6.716	1.40994	-3.926675
FN1|1_IGF1|1	FN1|1	IGF1|1	6.7665	1.94416	-3.969528
GAP43|1_IGF1|1	GAP43|1	IGF1|1	6.3351	1.74495	-3.911153
HA<500kDa_IGF1|1	HA<500kDa	IGF1|1	6.7605	1.55688	-4.191767
HA>500kDa_IGF1|1	HA>500kDa	IGF1|1	6.3292	1.64913	-3.933707
ICAM1_IGF1|1	ICAM1	IGF1|1	6.5663	1.67729	-3.899582
ITGA10B1_IGF1|1	ITGA10B1	IGF1|1	6.4669	1.81151	-3.917147
ITGA2B1_IGF1|1	ITGA2B1	IGF1|1	6.7005	1.68407	-4.119566
ITGA3B1_IGF1|1	ITGA3B1	IGF1|1	6.7798	1.48721	-4.138829
ITGA4B1_IGF1|1	ITGA4B1	IGF1|1	6.6061	1.55265	-3.851253
ITGA6B4_IGF1|1	ITGA6B4	IGF1|1	6.5476	1.98522	-3.987358
ITGA9B1_IGF1|1	ITGA9B1	IGF1|1	6.2863	1.53342	-3.81559
ITGAMB2_IGF1|1	ITGAMB2	IGF1|1	6.9109	1.45046	-4.136113
ITGAVB6_IGF1|1	ITGAVB6	IGF1|1	6.5954	1.71547	-4.062735
LAMB1_IGF1|1	LAMB1	IGF1|1	6.5365	1.41855	-4.099392
LUM_IGF1|1	LUM	IGF1|1	7.0407	1.84392	-4.26146
Laminin3B32_IGF1|1	Laminin3B32	IGF1|1	6.1857	1.60579	-3.568365
NID1|1_IGF1|1	NID1|1	IGF1|1	5.13	1.25149	-3.556768
OMD_IGF1|1	OMD	IGF1|1	6.5855	2.06076	-3.894832
PECAM1|Long_IGF1|1	PECAM1|Long	IGF1|1	6.5663	1.86432	-3.846169
POSTN|1_IGF1|1	POSTN|1	IGF1|1	6.2651	1.91344	-3.79647
SPARC_IGF1|1	SPARC	IGF1|1	6.5532	1.29223	-3.852063
SPP1|A_IGF1|1	SPP1|A	IGF1|1	6.5033	1.45849	-3.843295
THBS1|1_IGF1|1	THBS1|1	IGF1|1	6.5393	2.25166	-4.078864
TNC|1_IGF1|1	TNC|1	IGF1|1	6.6116	1.76281	-3.951363
VCAM1|1_IGF1|1	VCAM1|1	IGF1|1	6.4066	1.5455	-3.909691
VTN_IGF1|1	VTN	IGF1|1	6.4839	1.88694	-4.002115
ALCAM|1_IGFBP2	ALCAM|1	IGFBP2	6.2771	1.72912	-3.85677
BCAN|1_IGFBP2	BCAN|1	IGFBP2	5.87	1.46943	-3.665644
BGN_IGFBP2	BGN	IGFBP2	6.1432	1.85746	-3.875431
CD44|1_IGFBP2	CD44|1	IGFBP2	6.2968	1.83468	-3.817257
CDH15_IGFBP2	CDH15	IGFBP2	6.3412	1.86774	-4.020631
CDH1|1_IGFBP2	CDH1|1	IGFBP2	6.6426	1.49844	-4.137941
CDH20_IGFBP2	CDH20	IGFBP2	6.5608	1.75402	-4.01152
CDH3|1_IGFBP2	CDH3|1	IGFBP2	6.5804	2.04148	-3.982443
CDH6|1_IGFBP2	CDH6|1	IGFBP2	6.3455	1.76215	-3.952669
CDH8_IGFBP2	CDH8	IGFBP2	6.4876	2.08947	-4.135263
CEACAM6_IGFBP2	CEACAM6	IGFBP2	6.5342	1.4509	-3.922838
COL1_IGFBP2	COL1	IGFBP2	6.529	2.06677	-3.917343
COL23A1|1_IGFBP2	COL23A1|1	IGFBP2	6.7433	1.66053	-4.277901
COL2A1|2_IGFBP2	COL2A1|2	IGFBP2	6.7789	1.71457	-4.037904
COL3A1|1_IGFBP2	COL3A1|1	IGFBP2	6.196	1.73715	-3.775467
COL4_IGFBP2	COL4	IGFBP2	6.4903	1.77128	-3.982928
COL5A1_IGFBP2	COL5A1	IGFBP2	6.8836	1.74706	-4.341572
DCN|A_IGFBP2	DCN|A	IGFBP2	6.2244	1.87921	-3.799305
DSG2_IGFBP2	DSG2	IGFBP2	6.0934	1.74921	-3.674743
ECM1|1_IGFBP2	ECM1|1	IGFBP2	6.7858	1.9168	-4.107984
ELN|3_IGFBP2	ELN|3	IGFBP2	6.133	1.75016	-3.857473
FBN1_IGFBP2	FBN1	IGFBP2	6.7649	1.66971	-3.967433
FN1|1_IGFBP2	FN1|1	IGFBP2	6.2677	1.63544	-3.837767
GAP43|1_IGFBP2	GAP43|1	IGFBP2	6.6755	1.63602	-4.193504
HA<500kDa_IGFBP2	HA<500kDa	IGFBP2	6.58	1.93062	-3.801122
HA>500kDa_IGFBP2	HA>500kDa	IGFBP2	6.2391	2.15957	-3.729213
ICAM1_IGFBP2	ICAM1	IGFBP2	6.3861	1.65659	-3.966721
ITGA10B1_IGFBP2	ITGA10B1	IGFBP2	6.2017	1.71799	-3.896621
ITGA2B1_IGFBP2	ITGA2B1	IGFBP2	6.4889	1.74629	-3.877652
ITGA3B1_IGFBP2	ITGA3B1	IGFBP2	6.4696	1.5932	-4.075767
ITGA4B1_IGFBP2	ITGA4B1	IGFBP2	6.0524	1.44905	-3.469346
ITGA6B4_IGFBP2	ITGA6B4	IGFBP2	6.3608	1.55196	-3.765153
ITGA9B1_IGFBP2	ITGA9B1	IGFBP2	6.2377	1.85881	-3.922012
ITGAMB2_IGFBP2	ITGAMB2	IGFBP2	6.1676	1.85085	-3.696625
ITGAVB6_IGFBP2	ITGAVB6	IGFBP2	6.112	1.82662	-3.865435
LAMB1_IGFBP2	LAMB1	IGFBP2	6.5865	1.85607	-3.996973
LUM_IGFBP2	LUM	IGFBP2	6.6863	1.74975	-3.99519
Laminin3B32_IGFBP2	Laminin3B32	IGFBP2	6.627	1.68181	-3.850498
NID1|1_IGFBP2	NID1|1	IGFBP2	4.8111	1.16855	-3.83152
OMD_IGFBP2	OMD	IGFBP2	6.0345	1.8373	-3.652269
PECAM1|Long_IGFBP2	PECAM1|Long	IGFBP2	6.4974	1.8243	-3.960148
POSTN|1_IGFBP2	POSTN|1	IGFBP2	6.5596	1.80587	-3.997202
SPARC_IGFBP2	SPARC	IGFBP2	6.4319	2.15597	-3.899266
SPP1|A_IGFBP2	SPP1|A	IGFBP2	6.7163	1.93522	-3.989429
THBS1|1_IGFBP2	THBS1|1	IGFBP2	6.1822	2.07232	-3.811444
TNC|1_IGFBP2	TNC|1	IGFBP2	6.1057	1.73515	-3.772622
VCAM1|1_IGFBP2	VCAM1|1	IGFBP2	6.2205	1.98468	-3.632998
VTN_IGFBP2	VTN	IGFBP2	6.6006	1.8164	-4.182585
ALCAM|1_IGFBP3|1	ALCAM|1	IGFBP3|1	6.2441	1.50773	-3.562339
BCAN|1_IGFBP3|1	BCAN|1	IGFBP3|1	5.976	1.77469	-3.57478
BGN_IGFBP3|1	BGN	IGFBP3|1	6.3201	1.92795	-3.686692
CD44|1_IGFBP3|1	CD44|1	IGFBP3|1	6.254	1.59875	-3.635731
CDH15_IGFBP3|1	CDH15	IGFBP3|1	6.2189	1.78899	-3.871067
CDH1|1_IGFBP3|1	CDH1|1	IGFBP3|1	5.9357	1.85382	-3.220476
CDH20_IGFBP3|1	CDH20	IGFBP3|1	6.4317	1.63992	-3.648502
CDH3|1_IGFBP3|1	CDH3|1	IGFBP3|1	6.0003	1.991	-3.689057
CDH6|1_IGFBP3|1	CDH6|1	IGFBP3|1	6.1117	1.56886	-3.533399
CDH8_IGFBP3|1	CDH8	IGFBP3|1	6.5046	1.9785	-3.863779
CEACAM6_IGFBP3|1	CEACAM6	IGFBP3|1	6.5243	1.82702	-3.992622
COL1_IGFBP3|1	COL1	IGFBP3|1	6.3057	1.96777	-3.787046
COL23A1|1_IGFBP3|1	COL23A1|1	IGFBP3|1	5.7795	1.51489	-3.598637
COL2A1|2_IGFBP3|1	COL2A1|2	IGFBP3|1	6.2897	1.69596	-3.847497
COL3A1|1_IGFBP3|1	COL3A1|1	IGFBP3|1	6.3569	1.65673	-3.76801
COL4_IGFBP3|1	COL4	IGFBP3|1	6.405	1.7296	-3.722887
COL5A1_IGFBP3|1	COL5A1	IGFBP3|1	6.5611	1.86645	-3.741276
DCN|A_IGFBP3|1	DCN|A	IGFBP3|1	6.3588	1.99563	-3.69493
DSG2_IGFBP3|1	DSG2	IGFBP3|1	6.2133	1.52303	-3.484677
ECM1|1_IGFBP3|1	ECM1|1	IGFBP3|1	6.4349	1.83695	-3.848287
ELN|3_IGFBP3|1	ELN|3	IGFBP3|1	4.6667	1.50157	-3.31737
FBN1_IGFBP3|1	FBN1	IGFBP3|1	6.2724	1.66378	-3.722355
FN1|1_IGFBP3|1	FN1|1	IGFBP3|1	6.4375	1.81851	-3.734039
GAP43|1_IGFBP3|1	GAP43|1	IGFBP3|1	6.6187	1.79969	-3.838279
HA<500kDa_IGFBP3|1	HA<500kDa	IGFBP3|1	6.125	1.90314	-3.781094
HA>500kDa_IGFBP3|1	HA>500kDa	IGFBP3|1	6.5974	1.91372	-3.610071
ICAM1_IGFBP3|1	ICAM1	IGFBP3|1	6.4195	1.93544	-3.732168
ITGA10B1_IGFBP3|1	ITGA10B1	IGFBP3|1	6.4331	1.55059	-3.710965
ITGA2B1_IGFBP3|1	ITGA2B1	IGFBP3|1	6.2793	1.79341	-3.51343
ITGA3B1_IGFBP3|1	ITGA3B1	IGFBP3|1	6.2152	1.697	-3.719212
ITGA4B1_IGFBP3|1	ITGA4B1	IGFBP3|1	5.972	1.93263	-3.512996
ITGA6B4_IGFBP3|1	ITGA6B4	IGFBP3|1	6.4036	2.32305	-3.585913
ITGA9B1_IGFBP3|1	ITGA9B1	IGFBP3|1	6.1575	1.43551	-3.56084
ITGAMB2_IGFBP3|1	ITGAMB2	IGFBP3|1	5.9232	1.97057	-3.51396
ITGAVB6_IGFBP3|1	ITGAVB6	IGFBP3|1	6.2021	1.79611	-3.479898
LAMB1_IGFBP3|1	LAMB1	IGFBP3|1	6.4049	1.90572	-3.537105
LUM_IGFBP3|1	LUM	IGFBP3|1	6.4378	1.34497	-3.767069
Laminin3B32_IGFBP3|1	Laminin3B32	IGFBP3|1	6.2164	2.07275	-3.569612
NID1|1_IGFBP3|1	NID1|1	IGFBP3|1	2.2077	5.88815	-0.149619
OMD_IGFBP3|1	OMD	IGFBP3|1	6.5207	1.65652	-3.638716
PECAM1|Long_IGFBP3|1	PECAM1|Long	IGFBP3|1	5.7673	1.74748	-3.355282
POSTN|1_IGFBP3|1	POSTN|1	IGFBP3|1	6.1332	1.80349	-3.513084
SPARC_IGFBP3|1	SPARC	IGFBP3|1	6.5301	2.01092	-3.738473
SPP1|A_IGFBP3|1	SPP1|A	IGFBP3|1	6.6203	1.61722	-3.703313
THBS1|1_IGFBP3|1	THBS1|1	IGFBP3|1	6.1264	1.97597	-3.422646
TNC|1_IGFBP3|1	TNC|1	IGFBP3|1	6.2042	1.71929	-3.645157
VCAM1|1_IGFBP3|1	VCAM1|1	IGFBP3|1	6.0354	2.18032	-3.442603
VTN_IGFBP3|1	VTN	IGFBP3|1	5.9852	2.06754	-3.568752
ALCAM|1_IL13	ALCAM|1	IL13	6.4184	1.46757	-3.779344
BCAN|1_IL13	BCAN|1	IL13	6.1364	1.57027	-3.757409
BGN_IL13	BGN	IL13	6.5642	1.84323	-4.048189
CD44|1_IL13	CD44|1	IL13	6.5742	1.5983	-4.219455
CDH15_IL13	CDH15	IL13	6.6212	1.59001	-3.958809
CDH1|1_IL13	CDH1|1	IL13	6.3904	0.95097	-3.84359
CDH20_IL13	CDH20	IL13	6.4546	1.7357	-3.863434
CDH3|1_IL13	CDH3|1	IL13	6.2828	1.72606	-3.684162
CDH6|1_IL13	CDH6|1	IL13	6.245	1.45431	-3.798348
CDH8_IL13	CDH8	IL13	6.1879	1.89617	-3.85925
CEACAM6_IL13	CEACAM6	IL13	6.5855	1.29941	-4.172583
COL1_IL13	COL1	IL13	6.4385	1.51574	-3.842169
COL23A1|1_IL13	COL23A1|1	IL13	6.2303	0.95829	-4.127369
